 hoax ,0.428892628,
 edar ,0.346705765,
 pesan ,0.218912104,
 sosial ,0.184910236,
 media ,0.177946915,
 informasi ,0.172637442,
 sebar ,0.167672322,
 kabar ,0.158277656,
 berita ,0.146509285,
 beranta ,0.128059308,
 benar ,0.116716292,
 bohong ,0.115690044,
 kandung ,0.086336836,
 broadcast ,0.085854881,
 lansir ,0.081790427,
 whatsapp ,0.080129159,
 resah ,0.080112648,
 viral ,0.079545661,
 tidak ,0.077239816,
 isu ,0.076369459,
 presiden ,0.076241445,
 tulis ,0.074108832,
 isi ,0.071489754,
 bahwa ,0.069477839,
 id ,0.068321315,
 kamis ,0.068044867,
 masyarakat ,0.0665046,
 jakarta ,0.065062669,
 co ,0.062878041,
 com ,0.062581646,
 makan ,0.05906199,
 palsu ,0.057976656,
 info ,0.053333902,
 hoaks ,0.050694106,
 joko ,0.050671023,
 imbau ,0.050235097,
 widodo ,0.050020013,
 jumat ,0.049321577,
 facebook ,0.048782325,
 partai ,0.048735243,
 adalah ,0.047631107,
 nilai ,0.046836089,
 juli ,0.046805576,
 obat ,0.044158137,
 foto ,0.044133603,
 jokowi ,0.043396641,
 bpom ,0.043213032,
 yg ,0.041499341,
 sebut ,0.041420087,
 jawapos ,0.040554727,
 kanker ,0.040442874,
 hati ,0.040387899,
 ban ,0.040330093,
 barat ,0.039930353,
 mantan ,0.03980658,
 sumber ,0.039280836,
 putus ,0.038738736,
 percaya ,0.038631129,
 jalan ,0.037865592,
 sms ,0.037682279,
 tambah ,0.037316985,
 bangun ,0.036773067,
 dr ,0.036308497,
 grup ,0.036234858,
 produk ,0.035214407,
 ketua ,0.035153634,
 racun ,0.034931178,
 detikcom ,0.03423516,
 alias ,0.034141698,
 naik ,0.033964736,
 gubernur ,0.03335463,
 tingkat ,0.033288188,
 gedung ,0.033057317,
 akun ,0.032807591,
 kerja ,0.032349007,
 minum ,0.0321895,
 virus ,0.0321895,
 news ,0.0321895,
 pilpres ,0.032043712,
 sektor ,0.032043712,
 fasilitas ,0.032043712,
 korupsi ,0.031567776,
 politik ,0.031100725,
 sesat ,0.031047124,
 pilih ,0.030928167,
 wakil ,0.030927528,
 ekonomi ,0.03074842,
 konsumsi ,0.030429506,
 tubuh ,0.030429506,
 ya ,0.030278578,
 dpr ,0.029613243,
 video ,0.029523469,
 harap ,0.028161004,
 persen ,0.028059521,
 pernah ,0.027607358,
 langkah ,0.027394494,
 pasti ,0.027388747,
 rupiah ,0.027353555,
 cawapres ,0.027353555,
 golkar ,0.027353555,
 agustus ,0.026995103,
 calon ,0.026894671,
 kita ,0.026737734,
 www ,0.026734137,
 bantah ,0.026734137,
 tempo ,0.026734137,
 muncul ,0.026650338,
 telusur ,0.026435558,
 proses ,0.026291958,
 jelas ,0.026249696,
 investigasi ,0.025946091,
 badan ,0.025946091,
 laboratorium ,0.025946091,
 anda ,0.025946091,
 ramai ,0.025946091,
 mengatasnamakan ,0.025946091,
 orang ,0.025841541,
 mahkamah ,0.025798766,
 meter ,0.025798766,
 menang ,0.025798766,
 dampak ,0.025798766,
 baswedan ,0.025798766,
 tugas ,0.025781104,
 capai ,0.02577409,
 kantor ,0.025744237,
 rp ,0.02570552,
 cnn ,0.025695619,
 masih ,0.025347374,
 awas ,0.025169131,
 kait ,0.024691903,
 tutup ,0.024403152,
 nama ,0.024276543,
 agung ,0.024250716,
 sisi ,0.024250716,
 caleg ,0.024248235,
 dpp ,0.024248235,
 gerindra ,0.024248235,
 mati ,0.024167322,
 maksud ,0.024020317,
 marak ,0.024020317,
 picu ,0.024020317,
 pom ,0.024020317,
 diri ,0.023692001,
 pada ,0.023487419,
 situs ,0.02343251,
 nanti ,0.023425443,
 aplikasi ,0.023048907,
 proyek ,0.022815888,
 koordinator ,0.022815888,
 resmi ,0.022792328,
 kan ,0.022766799,
 bambang ,0.022701938,
 serah ,0.022701938,
 eks ,0.022701938,
 sambung ,0.022701938,
 pks ,0.022701938,
 anies ,0.022701938,
 parlemen ,0.022701938,
 negeri ,0.022157652,
 tiga ,0.021853911,
 hotel ,0.021391655,
 hitung ,0.021391655,
 banding ,0.021391655,
 jabat ,0.021391655,
 blackberry ,0.021315648,
 kominfo ,0.021315648,
 rekam ,0.021315648,
 gambar ,0.021315648,
 messenger ,0.021315648,
 cantum ,0.021315648,
 manfaat ,0.021315648,
 ulang ,0.021315648,
 panas ,0.021315648,
 rilis ,0.021315648,
 serang ,0.021315648,
 go ,0.021245847,
 tipu ,0.021245847,
 fokus ,0.021159852,
 anggar ,0.021159852,
 gas ,0.021159852,
 bakal ,0.021159852,
 jk ,0.021159852,
 capres ,0.021159852,
 gugat ,0.021159852,
 parpol ,0.021159852,
 maritim ,0.021159852,
 april ,0.020946827,
 singkat ,0.020787627,
 unggah ,0.020758475,
 barang ,0.020688147,
 atur ,0.020688147,
 sehat ,0.020549944,
 lanjut ,0.020432581,
 pimpin ,0.020215782,
 bidang ,0.020215782,
 asi ,0.020087125,
 dorong ,0.020087125,
 games ,0.020087125,
 milu ,0.019978619,
 komunikasi ,0.019924524,
 hadir ,0.019879903,
 subianto ,0.019621953,
 aktivitas ,0.019621953,
 ton ,0.019621953,
 saksi ,0.019621953,
 luhut ,0.019621953,
 tukar ,0.019621953,
 komisi ,0.019621953,
 binsar ,0.019621953,
 apresiasi ,0.019621953,
 kirim ,0.019564576,
 tangkap ,0.019471886,
 heboh ,0.01904592,
 fakta ,0.018936,
 tolong ,0.018936,
 susu ,0.018620065,
 putar ,0.018620065,
 cakap ,0.018620065,
 link ,0.018620065,
 label ,0.018620065,
 nada ,0.018620065,
 dll ,0.018620065,
 permen ,0.018620065,
 garam ,0.018620065,
 rumor ,0.018620065,
 kumpar ,0.018620065,
 catut ,0.018620065,
 ilmiah ,0.018620065,
 hemaviton ,0.018620065,
 pungkas ,0.018577479,
 infrastruktur ,0.018577479,
 kpk ,0.018577479,
 sambut ,0.018577479,
 bbm ,0.01849236,
 si ,0.018457106,
 curiga ,0.018457106,
 legislatif ,0.018088218,
 kini ,0.018088218,
 prabowo ,0.018088218,
 investasi ,0.018088218,
 impor ,0.017465256,
 adil ,0.016558624,
 jl ,0.016558624,
 wisatawan ,0.016558624,
 atlet ,0.016558624,
 kuasa ,0.016558624,
 kalla ,0.016558624,
 bps ,0.016558624,
 kontribusi ,0.016558624,
 semangat ,0.016558624,
 kece ,0.01619952,
 c ,0.01607345,
 efek ,0.01607345,
 darah ,0.01607345,
 informatika ,0.01607345,
 akp ,0.01607345,
 menyebarluaskan ,0.015933502,
 hasut ,0.015933502,
 youtube ,0.015933502,
 gelas ,0.015933502,
 khasiat ,0.015933502,
 viva ,0.015933502,
 kombes ,0.015933502,
 pintar ,0.015933502,
 call ,0.015933502,
 lewat ,0.015933502,
 drink ,0.015933502,
 indarto ,0.015933502,
 klik ,0.015933502,
 cyber ,0.015933502,
 instan ,0.015933502,
 pan ,0.015814328,
 asia ,0.015814328,
 triliun ,0.015814328,
 usung ,0.015814328,
 ekspor ,0.015033148,
 sepeda ,0.015033148,
 menko ,0.015033148,
 cadang ,0.015033148,
 positif ,0.015033148,
 lemah ,0.015033148,
 materi ,0.015033148,
 tuang ,0.015033148,
 ham ,0.015033148,
 lahir ,0.015033148,
 yudhoyono ,0.015033148,
 lahan ,0.015033148,
 jadwal ,0.015033148,
 tni ,0.015033148,
 momen ,0.015033148,
 tribunnews ,0.01369592,
 kurs ,0.013511767,
 sita ,0.013511767,
 dpd ,0.013511767,
 pdb ,0.013511767,
 mayoritas ,0.013511767,
 tampung ,0.013511767,
 rampung ,0.013511767,
 diam ,0.013511767,
 koalisi ,0.013511767,
 pertamina ,0.013511767,
 puncak ,0.013511767,
 destinasi ,0.013511767,
 komjen ,0.013511767,
 strategi ,0.013511767,
 abai ,0.013255896,
 kerabat ,0.013255896,
 ditjen ,0.013255896,
 screenshot ,0.013255896,
 jelly ,0.013255896,
 police ,0.013255896,
 polsek ,0.013255896,
 sensitif ,0.013255896,
 kopi ,0.013255896,
 sampel ,0.013255896,
 derajat ,0.013255896,
 matahari ,0.013255896,
 ragu ,0.013255896,
 pop ,0.013255896,
 valid ,0.013255896,
 registrasi ,0.013255896,
 paracetamol ,0.013255896,
 celaka ,0.013255896,
 gratis ,0.013255896,
 marimas ,0.013255896,
 parasetamol ,0.013255896,
 mph ,0.013255896,
 postingan ,0.013255896,
 dgn ,0.013255896,
 joss ,0.013255896,
 lab ,0.013255896,
 divisi ,0.013255896,
 ketenagakerjaan ,0.013255896,
 patroli ,0.013255896,
 kadiv ,0.013255896,
 aspartam ,0.013255896,
 mi ,0.013255896,
 otomatis ,0.013255896,
 aqua ,0.013255896,
 mudik ,0.013255896,
 tulang ,0.013255896,
 big ,0.013255896,
 ditandatangani ,0.013255896,
 nik ,0.013255896,
 sepakat ,0.01199446,
 nasution ,0.01199446,
 setya ,0.01199446,
 novanto ,0.01199446,
 teknis ,0.01199446,
 hitam ,0.01199446,
 demokrat ,0.01199446,
 realisasi ,0.01199446,
 pesta ,0.01199446,
 pileg ,0.01199446,
 wapres ,0.01199446,
 tamu ,0.01199446,
 kuningan ,0.01199446,
 migas ,0.01199446,
 salim ,0.01199446,
 kaki ,0.01199446,
 mk ,0.01199446,
 pasok ,0.01199446,
 sapa ,0.01199446,
 kampanye ,0.01199446,
 pandjaitan ,0.01199446,
 bruto ,0.01199446,
 sulawesi ,0.01199446,
 sabu ,0.01199446,
 miskin ,0.01199446,
 zat ,0.010587182,
 otak ,0.010587182,
 ginjal ,0.010587182,
 vaksin ,0.010587182,
 gatorade ,0.010587182,
 disebarluaskan ,0.010587182,
 bustomi ,0.010587182,
 nabati ,0.010587182,
 kiranti ,0.010587182,
 pre ,0.010587182,
 evaluation ,0.010587182,
 ponpes ,0.010587182,
 nista ,0.010587182,
 bingung ,0.010587182,
 taut ,0.010587182,
 tsb ,0.010587182,
 perang ,0.010587182,
 inaco ,0.010587182,
 jejaring ,0.010587182,
 purnama ,0.010587182,
 frutillo ,0.010587182,
 risi ,0.010587182,
 naturade ,0.010587182,
 social ,0.010587182,
 keri ,0.010587182,
 sari ,0.010587182,
 culi ,0.010587182,
 culik ,0.010587182,
 kontaminasi ,0.010587182,
 honorer ,0.010587182,
 pesantren ,0.010587182,
 dlm ,0.010587182,
 splash ,0.010587182,
 diabetes ,0.010587182,
 nakita ,0.010587182,
 dipertanggungjawabkan ,0.010587182,
 belaka ,0.010587182,
 adem ,0.010587182,
 portal ,0.010587182,
 okky ,0.010587182,
 line ,0.010587182,
 samudera ,0.010587182,
 aspartame ,0.010587182,
 kop ,0.010587182,
 senyawa ,0.010587182,
 sapi ,0.010587182,
 vitamin ,0.010587182,
 bdcs ,0.010587182,
 kasi ,0.010587182,
 keroyok ,0.010587182,
 sumsum ,0.010587182,
 grid ,0.010587182,
 aids ,0.010587182,
 machupo ,0.010587182,
 edit ,0.010587182,
 gold ,0.010587182,
 siber ,0.010587182,
 kepul ,0.007927297,
 dukcapil ,0.007927297,
 ahad ,0.007927297,
 umroh ,0.007927297,
 breaking ,0.007927297,
 mikro ,0,
 tonage ,0,
 jeruji ,0,
 laki ,0,
 progresif ,0,
 gatsu ,0,
 allohloh ,0,
 setiana ,0,
 saja ,0,
 hari ,0,
 kubik ,0,
 theo ,0,
 hapus ,0,
 kabiro ,0,
 patimban ,0,
 bjhta ,0,
 inpres ,0,
 adrew ,0,
 biro ,0,
 kian ,0,
 pringsewu ,0,
 irigasi ,0,
 vidio ,0,
 biasa ,0,
 terka ,0,
 ekstrim ,0,
 maping ,0,
 fatwa ,0,
 esdm ,0,
 meteorological ,0,
 saart ,0,
 klarifiasi ,0,
 crowded ,0,
 ptdi ,0,
 cipinang ,0,
 lapor ,0,
 nasihat ,0,
 jung ,0,
 organik ,0,
 financing ,0,
 kelembaban ,0,
 ngapeman ,0,
 allah ,0,
 akal ,0,
 rubella ,0,
 gawang ,0,
 counter ,0,
 sumadji ,0,
 okupansi ,0,
 wardoyo ,0,
 nafkah ,0,
 bius ,0,
 dilo ,0,
 urine ,0,
 kayak ,0,
 raisa ,0,
 aqsa ,0,
 masykur ,0,
 pleno ,0,
 bantul ,0,
 ketemu ,0,
 bisa ,0,
 itikad ,0,
 lmao ,0,
 memberitahukan ,0,
 timbang ,0,
 fak ,0,
 whatapps ,0,
 tular ,0,
 ekstrak ,0,
 hub ,0,
 eksplorasi ,0,
 sundar ,0,
 abbas ,0,
 hiu ,0,
 karier ,0,
 pm ,0,
 monosodium ,0,
 leluasa ,0,
 larut ,0,
 susah ,0,
 karnaval ,0,
 kerumun ,0,
 bansos ,0,
 martabat ,0,
 swissindo ,0,
 kamtibmas ,0,
 crow ,0,
 jeruk ,0,
 janji ,0,
 outbound ,0,
 fine ,0,
 ketidaksesuaian ,0,
 next ,0,
 duluan ,0,
 tapjokowi ,0,
 bakti ,0,
 selalu ,0,
 bidhumaspoldajabar ,0,
 arifuddin ,0,
 ama ,0,
 kontroversi ,0,
 amenitas ,0,
 sea ,0,
 kristen ,0,
 mall ,0,
 biosfer ,0,
 amir ,0,
 uap ,0,
 sindir ,0,
 ball ,0,
 nikkei ,0,
 pemberdayagunaan ,0,
 dimention ,0,
 instansi ,0,
 jago ,0,
 iya ,0,
 semua ,0,
 protes ,0,
 instruksi ,0,
 tarip ,0,
 gading ,0,
 wit ,0,
 referensi ,0,
 bip ,0,
 efektif ,0,
 kutat ,0,
 provokasi ,0,
 mmr ,0,
 sibuk ,0,
 ikrar ,0,
 ide ,0,
 smartphone ,0,
 skk ,0,
